Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
15.46026,S,15.46026,0.3596101,0.07700252,0.4172246,0.01106607,0,51.37632,7.153084,0.1893857,78.9598,101.6257,4.401152,-36.5374035928108,-36.52127,-1.085679,402.646681069825,390.4436,86.64156,75.93492,77.48849,8907.12,1275.401
15.47026,S,15.47026,0.3592966,0.07721174,0.4172514,0.01109589,0,51.37632,7.139747,0.1895298,78.9598,101.6257,4.401152,-36.5290182607869,-36.51291,-1.084702,402.290001340325,390.0785,86.63071,75.92393,77.47867,8911.021,1276.267
15.48026,S,15.48026,0.3589832,0.07742245,0.4172782,0.01112601,0,51.37632,7.126428,0.1896772,78.9598,101.6257,4.401152,-36.5206430279039,-36.50456,-1.083728,401.933342625838,389.7134,86.61987,75.91291,77.46883,8914.918,1277.133
15.49026,S,15.49026,0.3586697,0.07763838,0.4173049,0.01115634,0,51.37632,7.113122,0.1898268,78.9598,101.6257,4.401152,-36.5122778643559,-36.49622,-1.082756,401.576798198571,389.3484,86.60905,75.90188,77.45897,8918.812,1277.999
15.50026,S,15.50026,0.3583563,0.07785058,0.4173318,0.01118741,0,51.37632,7.099841,0.1899877,78.9598,101.6257,4.401152,-36.5039329434688,-36.4879,-1.081792,401.220368089674,388.9835,86.59823,75.89082,77.44909,8922.701,1278.865
15.51026,S,15.51026,0.358043,0.07805911,0.4173586,0.01121796,0,51.37632,7.086576,0.1901381,78.9598,101.6257,4.401152,-36.4955878885891,-36.47958,-1.080823,400.864052330383,388.6187,86.58742,75.87975,77.4392,8926.587,1279.731
15.52026,S,15.52026,0.3577299,0.07827401,0.4173855,0.01124796,0,51.37632,7.073328,0.1902778,78.9598,101.6257,4.401152,-36.4872626320722,-36.47128,-1.079847,400.50785282481,388.254,86.57662,75.86867,77.4293,8930.47,1280.597
15.53026,S,15.53026,0.3574168,0.07848425,0.4174123,0.01127889,0,51.37632,7.0601,0.1904318,78.9598,101.6257,4.401152,-36.4789377154862,-36.46298,-1.078882,400.15176586026,387.8894,86.56583,75.85757,77.41937,8934.349,1281.463
15.54026,S,15.54026,0.3571038,0.07870094,0.4174392,0.01130916,0,51.37632,7.046888,0.190573,78.9598,101.6257,4.401152,-36.4706325678933,-36.4547,-1.077909,399.795797090983,387.5249,86.55505,75.84644,77.40944,8938.224,1282.328
15.55026,S,15.55026,0.3567909,0.07891734,0.4174661,0.01134034,0,51.37632,7.0337,0.1907283,78.9598,101.6257,4.401152,-36.4623377258208,-36.44643,-1.076946,399.439844000004,387.1604,86.54428,75.8353,77.39948,8942.096,1283.194
15.56026,S,15.56026,0.356478,0.0791324,0.417493,0.01137148,0,51.37632,7.020525,0.1908813,78.9598,101.6257,4.401152,-36.4540528935424,-36.43817,-1.075983,399.08400730751,386.796,86.53352,75.82414,77.3895,8945.964,1284.059
15.57026,S,15.57026,0.3561652,0.07935084,0.41752,0.01140244,0,51.37632,7.007364,0.1910295,78.9598,101.6257,4.401152,-36.4457779530998,-36.42992,-1.075016,398.728285169611,386.4317,86.52277,75.81297,77.37952,8949.828,1284.925
15.58026,S,15.58026,0.3558524,0.07956695,0.4175469,0.01143387,0,51.37632,6.994229,0.1911846,78.9598,101.6257,4.401152,-36.4375232246545,-36.42169,-1.074056,398.37267761822,386.0675,86.51203,75.80177,77.36951,8953.688,1285.79
15.59026,S,15.59026,0.3555398,0.07978077,0.4175739,0.01146498,0,51.37632,6.981112,0.1913326,78.9598,101.6257,4.401152,-36.4292684219468,-36.41346,-1.073093,398.017184685338,385.7034,86.5013,75.79056,77.35949,8957.546,1286.655
15.60026,S,15.60026,0.3552273,0.08000024,0.4176009,0.01149575,0,51.37632,6.968008,0.1914735,78.9598,101.6257,4.401152,-36.4210334776229,-36.40525,-1.072125,397.661808287599,385.3394,86.49058,75.77933,77.34946,8961.399,1287.52
15.61026,S,15.61026,0.3549148,0.08022074,0.4176279,0.01152734,0,51.37632,6.954927,0.1916265,78.9598,101.6257,4.401152,-36.4128088081935,-36.39705,-1.071166,397.306451565289,384.9754,86.47987,75.76808,77.33939,8965.249,1288.385
15.62026,S,15.62026,0.3546024,0.08043801,0.4176549,0.01155907,0,51.37632,6.94186,0.1917804,78.9598,101.6257,4.401152,-36.4045841822945,-36.38885,-1.070208,396.951207686389,384.6115,86.46917,75.75681,77.32932,8969.095,1289.25
15.63026,S,15.63026,0.35429,0.08066107,0.417682,0.01159034,0,51.37632,6.92881,0.191925,78.9598,101.6257,4.401152,-36.3963794149765,-36.38067,-1.069245,396.596080456835,384.2477,86.45848,75.74553,77.31922,8972.938,1290.114
15.64026,S,15.64026,0.3539777,0.08088204,0.417709,0.01162244,0,51.37632,6.915782,0.1920821,78.9598,101.6257,4.401152,-36.3881949469517,-36.37251,-1.068292,396.241068023118,383.884,86.4478,75.73422,77.30912,8976.776,1290.979
15.65026,S,15.65026,0.3536655,0.08110205,0.4177361,0.01165424,0,51.37632,6.902772,0.1922328,78.9598,101.6257,4.401152,-36.3800103755445,-36.36435,-1.067335,395.886172309806,383.5204,86.43713,75.7229,77.299,8980.611,1291.843
15.66026,S,15.66026,0.3533534,0.08132802,0.4177632,0.01168591,0,51.37632,6.88978,0.1923795,78.9598,101.6257,4.401152,-36.371835784658,-36.3562,-1.066377,395.531292695735,383.1568,86.42647,75.71156,77.28885,8984.443,1292.707
15.67026,S,15.67026,0.3530414,0.08155311,0.4177903,0.01171843,0,51.37632,6.876801,0.1925388,78.9598,101.6257,4.401152,-36.3636714087711,-36.34806,-1.065426,395.176529880581,382.7933,86.41582,75.7002,77.27869,8988.271,1293.572
15.68026,S,15.68026,0.3527294,0.08177523,0.4178174,0.01175082,0,51.37632,6.863846,0.1926945,78.9598,101.6257,4.401152,-36.3555270382541,-36.33994,-1.064475,394.821880108864,382.4299,86.40517,75.68882,77.26851,8992.096,1294.436
15.69026,S,15.69026,0.3524174,0.08200338,0.4178445,0.01178279,0,51.37632,6.850902,0.1928416,78.9598,101.6257,4.401152,-36.3473825354146,-36.33182,-1.063519,394.467347204995,382.0666,86.39453,75.67743,77.25832,8995.916,1295.3
15.70026,S,15.70026,0.3521056,0.08223193,0.4178717,0.01181562,0,51.37632,6.837981,0.1930015,78.9598,101.6257,4.401152,-36.3392583013686,-36.32372,-1.062572,394.112832455869,381.7033,86.3839,75.66602,77.24811,8999.733,1296.164
15.71026,S,15.71026,0.3517938,0.08246087,0.4178989,0.01184852,0,51.37632,6.825074,0.1931607,78.9598,101.6257,4.401152,-36.3311340811848,-36.31562,-1.061625,393.758434657056,381.3401,86.37329,75.65459,77.23788,9003.547,1297.027
15.72026,S,15.72026,0.3514821,0.08268806,0.4179261,0.01188147,0,51.37632,6.812184,0.1933192,78.9598,101.6257,4.401152,-36.3230198998093,-36.30753,-1.060679,393.404153846418,380.977,86.36269,75.64313,77.22762,9007.356,1297.891
15.73026,S,15.73026,0.3511705,0.08291822,0.4179533,0.01191416,0,51.37632,6.799316,0.1934722,78.9598,101.6257,4.401152,-36.3149356611472,-36.29947,-1.059731,393.049986254001,380.614,86.3521,75.63166,77.21736,9011.162,1298.755
15.74026,S,15.74026,0.3508589,0.08314783,0.4179806,0.01194728,0,51.37632,6.786467,0.1936306,78.9598,101.6257,4.401152,-36.3068415281996,-36.2914,-1.058786,392.695933814294,380.2511,86.34151,75.62017,77.20708,9014.965,1299.618
15.75027,S,15.75027,0.3505474,0.08337364,0.4180078,0.01198032,0,51.37632,6.773629,0.193786,78.9598,101.6257,4.401152,-36.2987773672227,-36.28336,-1.05784,392.34199465395,379.8883,86.33092,75.60867,77.19678,9018.764,1300.481
15.76027,S,15.76027,0.3502361,0.08360339,0.4180351,0.01201282,0,51.37632,6.760818,0.1939312,78.9598,101.6257,4.401152,-36.2907131036922,-36.27532,-1.05689,391.988077706991,379.5255,86.32035,75.59714,77.18646,9022.559,1301.345
15.77027,S,15.77027,0.3499247,0.08383846,0.4180623,0.01204588,0,51.37632,6.748017,0.1940839,78.9598,101.6257,4.401152,-36.2826589664434,-36.26729,-1.055944,391.634276027271,379.1628,86.30979,75.58559,77.17613,9026.351,1302.208
15.78027,S,15.78027,0.3496135,0.08407207,0.4180896,0.01207971,0,51.37632,6.735237,0.1942475,78.9598,101.6257,4.401152,-36.2746250673723,-36.25928,-1.055006,391.280589648764,378.8002,86.29924,75.57403,77.16579,9030.139,1303.071
15.79027,S,15.79027,0.3493023,0.08430312,0.4181169,0.01211333,0,51.37632,6.722475,0.1944061,78.9598,101.6257,4.401152,-36.2665911238602,-36.25127,-1.054066,390.927018605543,378.4377,86.2887,75.56245,77.15541,9033.923,1303.934
15.80027,S,15.80027,0.3489912,0.08453499,0.4181443,0.01214659,0,51.37632,6.709731,0.1945573,78.9598,101.6257,4.401152,-36.2585770985505,-36.24328,-1.053123,390.573564846371,378.0753,86.27817,75.55084,77.14503,9037.703,1304.797
15.81027,S,15.81027,0.3486802,0.08477461,0.4181716,0.01217995,0,51.37632,6.697003,0.1947086,78.9598,101.6257,4.401152,-36.2505630581394,-36.23529,-1.052179,390.220129699154,377.7129,86.26765,75.53922,77.13462,9041.48,1305.659
15.82027,S,15.82027,0.3483692,0.08501294,0.418199,0.01221444,0,51.37632,6.684289,0.1948763,78.9598,101.6257,4.401152,-36.242569371354,-36.22732,-1.051247,389.86681000351,377.3506,86.25713,75.52758,77.12419,9045.254,1306.522
15.83027,S,15.83027,0.3480583,0.08524889,0.4182264,0.01224874,0,51.37632,6.671597,0.1950395,78.9598,101.6257,4.401152,-36.2345756401323,-36.21935,-1.050313,389.513605793953,376.9884,86.24663,75.51592,77.11375,9049.023,1307.385
15.84027,S,15.84027,0.3477475,0.08548473,0.4182538,0.01228269,0,51.37632,6.658923,0.1951956,78.9598,101.6257,4.401152,-36.2266018272398,-36.2114,-1.049376,389.160519025814,376.6263,86.23614,75.50424,77.10329,9052.79,1308.247
15.85027,S,15.85027,0.3474368,0.0857183,0.4182812,0.01231663,0,51.37632,6.646265,0.1953498,78.9598,101.6257,4.401152,-36.2186379949805,-36.20346,-1.048438,388.807545893908,376.2643,86.22565,75.49255,77.09283,9056.553,1309.109
15.86027,S,15.86027,0.3471262,0.0859621,0.4183086,0.01235025,0,51.37632,6.633624,0.1954973,78.9598,101.6257,4.401152,-36.2106940813982,-36.19554,-1.047497,388.45459350737,375.9023,86.21517,75.48083,77.08233,9060.312,1309.971
15.87027,S,15.87027,0.3468156,0.08620373,0.4183361,0.01238533,0,51.37632,6.621002,0.1956666,78.9598,101.6257,4.401152,-36.2027505865134,-36.18762,-1.04657,388.101754834265,375.5404,86.2047,75.46909,77.07182,9064.067,1310.833
15.88027,S,15.88027,0.3465051,0.08644544,0.4183636,0.0124201,0,51.37632,6.608393,0.1958292,78.9598,101.6257,4.401152,-36.1948170142315,-36.17971,-1.04564,387.749033758793,375.1786,86.19424,75.45734,77.06128,9067.819,1311.695
15.89027,S,15.89027,0.3461946,0.08668612,0.418391,0.01245489,0,51.37632,6.59581,0.1959906,78.9598,101.6257,4.401152,-36.1868934513616,-36.17181,-1.04471,387.396430320754,374.8169,86.18379,75.44556,77.05074,9071.567,1312.557
15.90027,S,15.90027,0.3458843,0.08692696,0.4184186,0.01248952,0,51.37632,6.58324,0.1961479,78.9598,101.6257,4.401152,-36.1789898649166,-36.16393,-1.043779,387.043944560066,374.4553,86.17336,75.43377,77.04017,9075.312,1313.419
15.91027,S,15.91027,0.3455741,0.08717608,0.4184461,0.01252418,0,51.37632,6.570686,0.196304,78.9598,101.6257,4.401152,-36.1710862633113,-36.15605,-1.042847,386.691475911523,374.0937,86.16293,75.42196,77.02958,9079.053,1314.281
15.92027,S,15.92027,0.3452638,0.08742323,0.4184737,0.01256003,0,51.37632,6.558146,0.1964771,78.9598,101.6257,4.401152,-36.1631929882011,-36.14818,-1.041926,386.33912309188,373.7322,86.15251,75.41013,77.01897,9082.79,1315.142
15.93027,S,15.93027,0.3449536,0.08767291,0.4185012,0.01259559,0,51.37632,6.545633,0.1966443,78.9598,101.6257,4.401152,-36.1553196893198,-36.14033,-1.041004,385.986890006064,373.3708,86.14211,75.39828,77.00835,9086.523,1316.004
15.94027,S,15.94027,0.3446435,0.08791851,0.4185288,0.01263153,0,51.37632,6.533128,0.1968153,78.9598,101.6257,4.401152,-36.1474464613679,-36.13248,-1.040084,385.63476895431,373.0095,86.13171,75.38641,76.99771,9090.254,1316.865
15.95027,S,15.95027,0.3443336,0.08816561,0.4185564,0.01266687,0,51.37632,6.520645,0.1969758,78.9598,101.6257,4.401152,-36.1395930659362,-36.12465,-1.039158,385.28276771419,372.6483,86.12132,75.37452,76.98706,9093.98,1317.726
15.96027,S,15.96027,0.3440237,0.08841325,0.418584,0.01270243,0,51.37632,6.508182,0.1971378,78.9598,101.6257,4.401152,-36.1317497661562,-36.11683,-1.038235,384.93078379767,372.2871,86.11094,75.36261,76.97637,9097.703,1318.588
15.97027,S,15.97027,0.3437138,0.08866145,0.4186116,0.01273806,0,51.37632,6.495734,0.1972994,78.9598,101.6257,4.401152,-36.1239064798568,-36.10901,-1.037312,384.578915903155,371.926,86.10056,75.35068,76.96568,9101.423,1319.449
15.98027,S,15.98027,0.3434041,0.08890904,0.4186393,0.01277378,0,51.37632,6.483303,0.1974608,78.9598,101.6257,4.401152,-36.1160832275068,-36.10121,-1.03639,384.22716600932,371.565,86.0902,75.33872,76.95497,9105.139,1320.31
15.99027,S,15.99027,0.3430944,0.08916295,0.418667,0.0128094,0,51.37632,6.470888,0.197619,78.9598,101.6257,4.401152,-36.1082699271726,-36.09342,-1.035466,383.875532213127,371.2041,86.07985,75.32675,76.94423,9108.851,1321.171
16.00027,S,16.00027,0.3427848,0.08941986,0.4186947,0.01284595,0,51.37632,6.45849,0.1977897,78.9598,101.6257,4.401152,-36.1004668942273,-36.08564,-1.034551,383.523917857357,370.8432,86.0695,75.31477,76.93348,9112.559,1322.031
16.01027,S,16.01027,0.3424752,0.08967748,0.4187224,0.01288292,0,51.37632,6.446111,0.1979655,78.9598,101.6257,4.401152,-36.0926739849862,-36.07787,-1.03364,383.172421630288,370.4824,86.05917,75.30276,76.92271,9116.264,1322.892
16.02027,S,16.02027,0.3421657,0.08993246,0.4187501,0.01291999,0,51.37632,6.433743,0.1981409,78.9598,101.6257,4.401152,-36.0848910847676,-36.07011,-1.032729,382.821039675746,370.1217,86.04884,75.29073,76.91192,9119.965,1323.752
16.03027,S,16.03027,0.3418563,0.09018821,0.4187779,0.01295668,0,51.37632,6.421399,0.1983089,78.9598,101.6257,4.401152,-36.0771181077955,-36.06236,-1.031815,382.469775926511,369.7611,86.03853,75.27869,76.90112,9123.662,1324.613
16.04027,S,16.04027,0.341547,0.09044369,0.4188056,0.01299348,0,51.37632,6.409075,0.1984771,78.9598,101.6257,4.401152,-36.0693551685916,-36.05462,-1.030902,382.118628472262,369.4006,86.02822,75.26662,76.89029,9127.356,1325.473
16.05027,S,16.05027,0.3412377,0.09070247,0.4188334,0.01303025,0,51.37632,6.396762,0.1986429,78.9598,101.6257,4.401152,-36.0616022099995,-36.04689,-1.029988,381.767500683802,369.0401,86.01792,75.25452,76.87944,9131.047,1326.333
16.06027,S,16.06027,0.3409285,0.09096106,0.4188612,0.01306749,0,51.37632,6.384464,0.1988142,78.9598,101.6257,4.401152,-36.0538593462729,-36.03917,-1.029077,381.416489275486,368.6797,86.00763,75.24242,76.86858,9134.733,1327.194
16.07027,S,16.07027,0.3406194,0.09121725,0.418889,0.0131047,0,51.37632,6.372192,0.1989836,78.9598,101.6257,4.401152,-36.0461365446718,-36.03147,-1.028168,381.06559232783,368.3194,85.99734,75.23029,76.8577,9138.417,1328.054
16.08027,S,16.08027,0.3403103,0.09147557,0.4189169,0.01314156,0,51.37632,6.359927,0.1991459,78.9598,101.6257,4.401152,-36.038413613718,-36.02377,-1.027254,380.714815748419,367.9592,85.98707,75.21813,76.84679,9142.097,1328.913
16.09027,S,16.09027,0.3400014,0.0917374,0.4189447,0.01317873,0,51.37632,6.347689,0.1993113,78.9598,101.6257,4.401152,-36.0307107734742,-36.01609,-1.026343,380.364059020455,367.599,85.97681,75.20596,76.83587,9145.772,1329.773
16.10027,S,16.10027,0.3396925,0.09199925,0.4189726,0.01321641,0,51.37632,6.335458,0.1994826,78.9598,101.6257,4.401152,-36.0230080603799,-36.00841,-1.025436,380.01341883669,367.2389,85.96655,75.19377,76.82493,9149.445,1330.633
16.11027,S,16.11027,0.3393836,0.09225998,0.4190005,0.01325409,0,51.37632,6.32325,0.1996523,78.9598,101.6257,4.401152,-36.0153253807792,-36.00075,-1.02453,379.662895234872,366.8789,85.95631,75.18156,76.81396,9153.114,1331.493
16.12027,S,16.12027,0.3390749,0.09252083,0.4190284,0.0132916,0,51.37632,6.311055,0.1998177,78.9598,101.6257,4.401152,-36.0076426290273,-35.99309,-1.023621,379.312488252856,366.519,85.94607,75.16933,76.80299,9156.779,1332.352
16.13027,S,16.13027,0.3387662,0.0927866,0.4190563,0.01332914,0,51.37632,6.298884,0.1999819,78.9598,101.6257,4.401152,-35.9999799108676,-35.98545,-1.022713,378.962101307049,366.1591,85.93584,75.15707,76.79199,9160.44,1333.212
16.14027,S,16.14027,0.3384576,0.09305251,0.4190843,0.01336739,0,51.37632,6.286722,0.2001549,78.9598,101.6257,4.401152,-35.9923273438729,-35.97782,-1.02181,378.611833036356,365.7993,85.92562,75.1448,76.78097,9164.099,1334.071
16.15027,S,16.15027,0.338149,0.0933175,0.4191122,0.01340565,0,51.37632,6.274582,0.2003267,78.9598,101.6257,4.401152,-35.98468484267,-35.9702,-1.020909,378.261681514266,365.4396,85.91541,75.13251,76.76994,9167.753,1334.93
16.16027,S,16.16027,0.3378405,0.09358399,0.4191402,0.01344378,0,51.37632,6.262459,0.2004947,78.9598,101.6257,4.401152,-35.977042269431,-35.96258,-1.020005,377.911646779136,365.08,85.90521,75.12019,76.75888,9171.403,1335.789
16.17027,S,16.17027,0.3375321,0.09385326,0.4191682,0.01348213,0,51.37632,6.250352,0.2006641,78.9598,101.6257,4.401152,-35.9694197579695,-35.95498,-1.019103,377.561632270533,364.7204,85.89502,75.10786,76.7478,9175.051,1336.648
16.18027,S,16.18027,0.3372238,0.09412181,0.4191962,0.01352087,0,51.37632,6.238259,0.2008377,78.9598,101.6257,4.401152,-35.9618073405344,-35.94739,-1.018204,377.211732662889,364.3609,85.88483,75.0955,76.7367,9178.694,1337.507
16.19028,S,16.19028,0.3369155,0.09439307,0.4192243,0.01355952,0,51.37632,6.226182,0.2010082,78.9598,101.6257,4.401152,-35.9541949360992,-35.9398,-1.017305,376.861953918313,364.0015,85.87466,75.08312,76.72559,9182.334,1338.366
16.20028,S,16.20028,0.3366073,0.09466253,0.4192523,0.01359855,0,51.37632,6.214122,0.2011827,78.9598,101.6257,4.401152,-35.9466025932266,-35.93223,-1.016408,376.512290152294,363.6422,85.86449,75.07072,76.71445,9185.971,1339.224
16.21028,S,16.21028,0.3362992,0.09493488,0.4192804,0.01363732,0,51.37632,6.202087,0.2013518,78.9598,101.6257,4.401152,-35.9390202028099,-35.92467,-1.015509,376.162745357604,363.283,85.85433,75.05831,76.70331,9189.604,1340.083
16.22028,S,16.22028,0.3359912,0.09520914,0.4193085,0.01367651,0,51.37632,6.19006,0.201525,78.9598,101.6257,4.401152,-35.931447906175,-35.91712,-1.014613,375.813219046019,362.9238,85.84418,75.04587,76.69213,9193.232,1340.942
16.23028,S,16.23028,0.3356832,0.09548518,0.4193366,0.01371597,0,51.37632,6.178056,0.2017008,78.9598,101.6257,4.401152,-35.9238857031753,-35.90958,-1.01372,375.463811798873,362.5647,85.83404,75.03341,76.68094,9196.858,1341.8
16.24028,S,16.24028,0.3353753,0.09576307,0.4193648,0.01375569,0,51.37632,6.166063,0.2018785,78.9598,101.6257,4.401152,-35.9163335654649,-35.90205,-1.012829,375.114523660452,362.2057,85.82391,75.02094,76.66972,9200.48,1342.658
16.25028,S,16.25028,0.3350675,0.09604417,0.4193929,0.01379568,0,51.37632,6.154091,0.2020584,78.9598,101.6257,4.401152,-35.9087914647739,-35.89453,-1.011939,374.765256136381,361.8467,85.8138,75.00843,76.65849,9204.099,1343.516
16.26028,S,16.26028,0.3347597,0.09632244,0.4194211,0.01383613,0,51.37632,6.142133,0.2022433,78.9598,101.6257,4.401152,-35.9012595137178,-35.88702,-1.011054,374.416202377881,361.4879,85.80369,74.99591,76.64723,9207.714,1344.375
16.27028,S,16.27028,0.3344521,0.09660644,0.4194493,0.01387617,0,51.37632,6.13019,0.2024203,78.9598,101.6257,4.401152,-35.8937374306061,-35.87952,-1.010164,374.067169324744,361.1291,85.79359,74.98338,76.63596,9211.325,1345.233
16.28028,S,16.28028,0.3341445,0.09688334,0.4194775,0.01391703,0,51.37632,6.11827,0.2026077,78.9598,101.6257,4.401152,-35.8862255813623,-35.87203,-1.009282,373.71825356976,360.7704,85.78349,74.97081,76.62467,9214.933,1346.09
16.29028,S,16.29028,0.333837,0.09716365,0.4195057,0.01395687,0,51.37632,6.106365,0.2027784,78.9598,101.6257,4.401152,-35.878733483813,-35.86456,-1.008391,373.36935862341,360.4117,85.77341,74.95822,76.61336,9218.537,1346.948
16.30028,S,16.30028,0.3335295,0.09744623,0.419534,0.01399721,0,51.37632,6.09447,0.2029544,78.9598,101.6257,4.401152,-35.8712314873829,-35.85708,-1.007503,373.020581067118,360.0531,85.76333,74.94561,76.60202,9222.138,1347.806
16.31028,S,16.31028,0.333222,0.09773092,0.4195623,0.01403786,0,51.37632,6.082595,0.2031334,78.9598,101.6257,4.401152,-35.8637495800749,-35.84962,-1.006618,372.671924932813,359.6946,85.75327,74.93298,76.59067,9225.734,1348.663
16.32028,S,16.32028,0.3329147,0.09801563,0.4195906,0.01407883,0,51.37632,6.070738,0.2033151,78.9598,101.6257,4.401152,-35.8562777376448,-35.84217,-1.005735,372.323384278458,359.3362,85.74322,74.92033,76.57929,9229.328,1349.521
16.33028,S,16.33028,0.3326075,0.09830151,0.4196189,0.01411979,0,51.37632,6.058901,0.2034951,78.9598,101.6257,4.401152,-35.8488259280441,-35.83474,-1.004853,371.974961138756,358.9779,85.73317,74.90766,76.56789,9232.918,1350.378
16.34028,S,16.34028,0.3323004,0.09859235,0.4196472,0.01416093,0,51.37632,6.047076,0.2036756,78.9598,101.6257,4.401152,-35.8413741310924,-35.82731,-1.003971,371.626559054386,358.6196,85.72313,74.89497,76.55648,9236.504,1351.236
16.35028,S,16.35028,0.3319933,0.09888323,0.4196756,0.01420278,0,51.37632,6.035267,0.2038646,78.9598,101.6257,4.401152,-35.8339325388286,-35.81989,-1.003096,371.278274578041,358.2614,85.7131,74.88226,76.54505,9240.087,1352.093
16.36028,S,16.36028,0.3316862,0.09916989,0.4197039,0.01424464,0,51.37632,6.023477,0.2040519,78.9598,101.6257,4.401152,-35.826500899116,-35.81248,-1.002219,370.930107750681,357.9033,85.70307,74.86952,76.53359,9243.666,1352.95
16.37028,S,16.37028,0.3313792,0.09946156,0.4197323,0.01428588,0,51.37632,6.011702,0.2042285,78.9598,101.6257,4.401152,-35.8190791561794,-35.80508,-1.001338,370.581964137135,357.5452,85.69306,74.85677,76.52211,9247.241,1353.807
16.38028,S,16.38028,0.3310723,0.09975468,0.4197607,0.01432785,0,51.37632,5.999944,0.2044139,78.9598,101.6257,4.401152,-35.8116775857313,-35.7977,-1.000463,370.233938270224,357.1872,85.68306,74.84399,76.51062,9250.813,1354.664
16.39028,S,16.39028,0.3307655,0.1000492,0.4197891,0.01437003,0,51.37632,5.988204,0.2046004,78.9598,101.6257,4.401152,-35.8042660428267,-35.79031,-0.9995884,369.886032200524,356.8293,85.67307,74.83118,76.4991,9254.382,1355.521
16.40028,S,16.40028,0.3304588,0.1003466,0.4198176,0.0144124,0,51.37632,5.976479,0.2047878,78.9598,101.6257,4.401152,-35.796884550924,-35.78295,-0.9987156,369.538243963723,356.4715,85.66309,74.81837,76.48756,9257.946,1356.377
16.41028,S,16.41028,0.3301521,0.1006389,0.4198461,0.01445519,0,51.37632,5.964766,0.2049789,78.9598,101.6257,4.401152,-35.7895031495205,-35.77559,-0.9978456,369.190473118346,356.1137,85.65311,74.80552,76.47601,9261.508,1357.234
16.42028,S,16.42028,0.3298454,0.1009352,0.4198745,0.01449726,0,51.37632,5.953075,0.2051584,78.9598,101.6257,4.401152,-35.782131589397,-35.76824,-0.9969696,368.842824223153,355.756,85.64314,74.79265,76.46442,9265.065,1358.09
16.43028,S,16.43028,0.3295389,0.1012321,0.419903,0.01453989,0,51.37632,5.941397,0.2053439,78.9598,101.6257,4.401152,-35.7747701577017,-35.7609,-0.9960979,368.495291282383,355.3984,85.63318,74.77976,76.45282,9268.619,1358.947
16.44028,S,16.44028,0.3292325,0.101532,0.4199316,0.01458261,0,51.37632,5.929739,0.2055289,78.9598,101.6257,4.401152,-35.7674187512649,-35.75357,-0.9952268,368.147878368305,355.0409,85.62323,74.76685,76.4412,9272.17,1359.803
16.45028,S,16.45028,0.3289261,0.1018361,0.4199601,0.01462575,0,51.37632,5.918097,0.2057178,78.9598,101.6257,4.401152,-35.7600874357256,-35.74626,-0.9943588,367.800487075218,354.6834,85.61329,74.75392,76.42956,9275.717,1360.659
16.46028,S,16.46028,0.3286197,0.1021378,0.4199887,0.01466951,0,51.37632,5.906467,0.2059138,78.9598,101.6257,4.401152,-35.7527562714697,-35.73895,-0.9934958,367.453215912383,354.326,85.60336,74.74097,76.41789,9279.26,1361.515
16.47028,S,16.47028,0.3283135,0.102439,0.4200173,0.01471292,0,51.37632,5.894855,0.2061027,78.9598,101.6257,4.401152,-35.7454350183309,-35.73165,-0.9926293,367.10606088191,353.9687,85.59344,74.72799,76.40621,9282.8,1362.371
16.48028,S,16.48028,0.3280073,0.1027409,0.4200459,0.01475625,0,51.37632,5.883262,0.2062889,78.9598,101.6257,4.401152,-35.738123748679,-35.72436,-0.9917619,366.759024045769,353.6115,85.58352,74.71499,76.39451,9286.336,1363.227
16.49028,S,16.49028,0.3277012,0.1030431,0.4200745,0.01479969,0,51.37632,5.871686,0.2064748,78.9598,101.6257,4.401152,-35.7308325169786,-35.71709,-0.9908957,366.412009037676,353.2543,85.57361,74.70197,76.38277,9289.868,1364.083
16.50028,S,16.50028,0.3273952,0.1033486,0.4201031,0.01484318,0,51.37632,5.860124,0.2066593,78.9598,101.6257,4.401152,-35.7235412809989,-35.70982,-0.9900289,366.065114349821,352.8972,85.56371,74.68892,76.37103,9293.397,1364.938
16.51028,S,16.51028,0.3270892,0.1036538,0.4201318,0.01488712,0,51.37632,5.848577,0.2068484,78.9598,101.6257,4.401152,-35.7162601477253,-35.70256,-0.9891655,365.718335971215,352.5402,85.55382,74.67585,76.35926,9296.923,1365.794
16.52028,S,16.52028,0.3267833,0.1039663,0.4201605,0.01493104,0,51.37632,5.837049,0.2070353,78.9598,101.6257,4.401152,-35.7089890173559,-35.69531,-0.9883019,365.371581612122,352.1832,85.54394,74.66277,76.34747,9300.444,1366.65
16.53028,S,16.53028,0.3264774,0.1042753,0.4201892,0.014976,0,51.37632,5.825532,0.2072345,78.9598,101.6257,4.401152,-35.7017281028921,-35.68807,-0.9874458,365.024947723935,351.8263,85.53407,74.64965,76.33566,9303.963,1367.505
